Wavelength (nm),Group1_White_Paper,Group1_Epidote1,Group1_Epidote2,Group1_Epidote3,Group2_Gypsum1,Group2_Gypsum2,Group2_Gypsum3,Group3_Limonite1,Group3_Limonite2,Group3_LImonite3,Group4_Realgar1,Group4_Realgar2,Group4_Realgar3,Group5_Hornblende1,Group5_Hornblende2,Group5_Hornblende3,Group6_Pyrite1,Group6_Pyrite2,Group6_Pyrite3
1389,0.682,0.295,0.134,0.32,0.118,0.108,0.098,0.184,0.329,0.148,0.154,0.145,0.167,0.116,0.096,0.058,0.085,0.118,0.118
1390,0.682,0.295,0.134,0.32,0.117,0.108,0.098,0.184,0.329,0.148,0.154,0.145,0.167,0.115,0.096,0.058,0.085,0.118,0.118
1391,0.681,0.295,0.134,0.32,0.117,0.107,0.098,0.184,0.329,0.148,0.154,0.145,0.167,0.113,0.095,0.057,0.085,0.118,0.118
1392,0.681,0.294,0.133,0.319,0.117,0.107,0.098,0.184,0.329,0.148,0.154,0.145,0.168,0.112,0.095,0.057,0.085,0.118,0.118
1393,0.68,0.294,0.133,0.319,0.117,0.107,0.098,0.184,0.329,0.148,0.154,0.145,0.168,0.111,0.095,0.057,0.085,0.118,0.118
1394,0.679,0.294,0.133,0.319,0.116,0.106,0.097,0.184,0.329,0.147,0.155,0.145,0.168,0.11,0.095,0.057,0.085,0.118,0.118
1395,0.679,0.293,0.133,0.318,0.116,0.106,0.097,0.183,0.329,0.147,0.155,0.145,0.168,0.11,0.095,0.057,0.085,0.118,0.118
1396,0.678,0.293,0.133,0.318,0.115,0.105,0.096,0.183,0.329,0.147,0.155,0.145,0.168,0.111,0.095,0.058,0.085,0.118,0.118
1397,0.677,0.293,0.133,0.318,0.115,0.104,0.096,0.183,0.329,0.147,0.155,0.145,0.168,0.111,0.096,0.058,0.085,0.118,0.118
1398,0.676,0.293,0.133,0.317,0.114,0.104,0.095,0.183,0.328,0.147,0.155,0.145,0.168,0.113,0.097,0.058,0.085,0.118,0.118
1399,0.676,0.292,0.133,0.317,0.114,0.103,0.095,0.183,0.328,0.147,0.155,0.145,0.168,0.114,0.097,0.059,0.085,0.118,0.118
1400,0.675,0.292,0.133,0.317,0.113,0.102,0.094,0.183,0.328,0.147,0.155,0.145,0.168,0.116,0.098,0.059,0.085,0.118,0.118
1401,0.674,0.291,0.132,0.316,0.112,0.101,0.094,0.183,0.328,0.147,0.155,0.145,0.168,0.117,0.099,0.06,0.085,0.118,0.118
1402,0.673,0.291,0.132,0.316,0.112,0.1,0.093,0.183,0.328,0.146,0.156,0.146,0.168,0.12,0.1,0.06,0.085,0.118,0.119
1403,0.672,0.291,0.132,0.315,0.111,0.1,0.092,0.183,0.328,0.146,0.156,0.146,0.168,0.121,0.101,0.061,0.085,0.118,0.119
1404,0.671,0.29,0.132,0.315,0.11,0.099,0.091,0.182,0.327,0.146,0.156,0.146,0.168,0.123,0.101,0.061,0.085,0.118,0.119
1405,0.669,0.29,0.132,0.314,0.109,0.098,0.091,0.182,0.327,0.146,0.156,0.146,0.168,0.125,0.102,0.062,0.085,0.118,0.119
1406,0.668,0.29,0.132,0.314,0.108,0.097,0.09,0.182,0.327,0.146,0.156,0.146,0.168,0.127,0.103,0.062,0.085,0.118,0.119
1407,0.667,0.289,0.132,0.314,0.107,0.096,0.089,0.182,0.327,0.146,0.156,0.146,0.168,0.129,0.103,0.063,0.085,0.118,0.119
1408,0.666,0.289,0.132,0.313,0.107,0.095,0.088,0.182,0.327,0.146,0.156,0.146,0.168,0.13,0.104,0.063,0.085,0.118,0.119
1409,0.665,0.289,0.131,0.313,0.106,0.094,0.088,0.181,0.326,0.145,0.156,0.146,0.168,0.132,0.105,0.063,0.085,0.118,0.119
1410,0.663,0.288,0.131,0.312,0.105,0.093,0.087,0.181,0.326,0.145,0.156,0.146,0.168,0.133,0.105,0.064,0.085,0.118,0.119
1411,0.662,0.288,0.131,0.312,0.104,0.092,0.086,0.181,0.326,0.145,0.156,0.146,0.168,0.134,0.106,0.064,0.085,0.118,0.119
1412,0.66,0.288,0.131,0.312,0.103,0.091,0.085,0.181,0.325,0.145,0.156,0.146,0.168,0.135,0.106,0.064,0.085,0.118,0.119
1413,0.659,0.287,0.131,0.311,0.102,0.09,0.084,0.18,0.325,0.145,0.156,0.146,0.169,0.136,0.106,0.064,0.085,0.118,0.119
1414,0.657,0.287,0.131,0.311,0.101,0.089,0.084,0.18,0.325,0.145,0.156,0.146,0.169,0.137,0.107,0.065,0.085,0.118,0.119
1415,0.656,0.287,0.131,0.311,0.1,0.088,0.083,0.18,0.324,0.144,0.157,0.146,0.169,0.137,0.107,0.065,0.085,0.118,0.119
1416,0.654,0.287,0.131,0.31,0.099,0.087,0.082,0.18,0.324,0.144,0.157,0.146,0.169,0.138,0.107,0.065,0.085,0.118,0.119
1417,0.653,0.286,0.131,0.31,0.098,0.086,0.081,0.18,0.324,0.144,0.157,0.146,0.169,0.139,0.108,0.065,0.085,0.118,0.119
1418,0.651,0.286,0.131,0.31,0.097,0.085,0.081,0.179,0.324,0.144,0.157,0.146,0.169,0.139,0.108,0.065,0.085,0.118,0.119
1419,0.65,0.286,0.131,0.309,0.096,0.084,0.08,0.179,0.323,0.144,0.157,0.146,0.169,0.14,0.108,0.066,0.085,0.118,0.12
1420,0.649,0.286,0.131,0.309,0.096,0.083,0.079,0.179,0.323,0.144,0.157,0.146,0.169,0.14,0.108,0.066,0.085,0.118,0.12
1421,0.647,0.286,0.131,0.309,0.095,0.082,0.078,0.179,0.323,0.144,0.157,0.146,0.169,0.141,0.108,0.066,0.085,0.118,0.12
1422,0.646,0.285,0.131,0.308,0.094,0.081,0.078,0.179,0.323,0.143,0.157,0.146,0.169,0.141,0.109,0.066,0.085,0.118,0.12
1423,0.644,0.285,0.131,0.308,0.093,0.08,0.077,0.178,0.322,0.143,0.157,0.146,0.17,0.142,0.109,0.066,0.085,0.118,0.12
1424,0.643,0.285,0.131,0.308,0.092,0.079,0.076,0.178,0.322,0.143,0.157,0.146,0.17,0.142,0.109,0.066,0.085,0.118,0.12
1425,0.642,0.285,0.131,0.308,0.091,0.078,0.076,0.178,0.322,0.143,0.157,0.146,0.17,0.143,0.109,0.066,0.085,0.118,0.12
1426,0.64,0.285,0.131,0.308,0.09,0.077,0.075,0.178,0.322,0.143,0.157,0.146,0.17,0.143,0.109,0.067,0.085,0.118,0.12
1427,0.639,0.285,0.131,0.307,0.089,0.076,0.074,0.178,0.322,0.143,0.158,0.146,0.17,0.143,0.11,0.067,0.085,0.118,0.12
1428,0.638,0.285,0.131,0.307,0.089,0.075,0.074,0.178,0.321,0.143,0.158,0.147,0.17,0.144,0.11,0.067,0.085,0.118,0.12
1429,0.636,0.284,0.131,0.307,0.088,0.074,0.073,0.177,0.321,0.143,0.158,0.147,0.17,0.144,0.11,0.067,0.085,0.118,0.12
1430,0.635,0.284,0.131,0.307,0.087,0.073,0.072,0.177,0.321,0.143,0.158,0.147,0.17,0.145,0.11,0.067,0.085,0.118,0.12
1431,0.634,0.284,0.13,0.306,0.086,0.072,0.071,0.177,0.321,0.143,0.158,0.147,0.17,0.145,0.11,0.067,0.085,0.118,0.12
1432,0.633,0.284,0.13,0.306,0.085,0.071,0.071,0.177,0.321,0.143,0.158,0.147,0.17,0.145,0.111,0.067,0.085,0.118,0.12
1433,0.632,0.284,0.13,0.306,0.084,0.07,0.07,0.177,0.321,0.142,0.158,0.147,0.17,0.146,0.111,0.067,0.085,0.118,0.12
1434,0.631,0.284,0.13,0.306,0.083,0.069,0.069,0.177,0.32,0.142,0.158,0.147,0.17,0.146,0.111,0.068,0.085,0.118,0.12
1435,0.63,0.283,0.13,0.306,0.081,0.068,0.068,0.176,0.32,0.142,0.158,0.147,0.17,0.146,0.111,0.068,0.085,0.118,0.12
1436,0.629,0.283,0.13,0.306,0.08,0.067,0.068,0.176,0.32,0.142,0.158,0.147,0.17,0.147,0.111,0.068,0.085,0.118,0.12
1437,0.628,0.283,0.13,0.305,0.079,0.066,0.067,0.176,0.32,0.142,0.158,0.147,0.17,0.147,0.111,0.068,0.085,0.118,0.12
1438,0.628,0.283,0.13,0.305,0.078,0.065,0.066,0.176,0.32,0.142,0.158,0.147,0.171,0.147,0.112,0.068,0.085,0.118,0.12
1439,0.627,0.283,0.13,0.305,0.077,0.063,0.065,0.176,0.32,0.142,0.158,0.147,0.171,0.147,0.112,0.068,0.085,0.118,0.12
1440,0.626,0.283,0.13,0.305,0.076,0.062,0.065,0.176,0.32,0.142,0.158,0.147,0.171,0.148,0.112,0.068,0.085,0.118,0.12
1441,0.625,0.283,0.13,0.305,0.075,0.062,0.064,0.176,0.32,0.142,0.158,0.147,0.171,0.148,0.112,0.068,0.085,0.118,0.12
1442,0.625,0.283,0.13,0.305,0.074,0.061,0.064,0.176,0.32,0.142,0.158,0.147,0.171,0.148,0.112,0.068,0.085,0.118,0.12
1443,0.624,0.283,0.13,0.305,0.074,0.06,0.063,0.175,0.32,0.142,0.158,0.147,0.171,0.149,0.112,0.069,0.085,0.118,0.12
1444,0.623,0.283,0.13,0.305,0.073,0.06,0.063,0.175,0.32,0.142,0.158,0.147,0.171,0.149,0.112,0.069,0.085,0.118,0.12
1445,0.623,0.283,0.13,0.305,0.073,0.059,0.063,0.175,0.32,0.142,0.158,0.147,0.171,0.149,0.113,0.069,0.085,0.118,0.12
1446,0.622,0.283,0.13,0.304,0.073,0.059,0.063,0.175,0.32,0.142,0.158,0.147,0.171,0.149,0.113,0.069,0.085,0.118,0.12
1447,0.621,0.283,0.13,0.304,0.073,0.059,0.063,0.175,0.319,0.142,0.158,0.147,0.171,0.15,0.113,0.069,0.085,0.118,0.12
1448,0.621,0.283,0.13,0.304,0.073,0.059,0.063,0.175,0.319,0.142,0.158,0.147,0.171,0.15,0.113,0.069,0.085,0.118,0.12
1449,0.62,0.283,0.13,0.304,0.073,0.06,0.063,0.175,0.319,0.142,0.158,0.147,0.171,0.15,0.113,0.069,0.085,0.118,0.12
1450,0.62,0.283,0.13,0.304,0.074,0.06,0.063,0.175,0.319,0.142,0.158,0.147,0.171,0.151,0.113,0.069,0.085,0.118,0.12
1451,0.619,0.283,0.13,0.304,0.074,0.061,0.064,0.175,0.319,0.142,0.158,0.147,0.171,0.151,0.113,0.069,0.085,0.118,0.12
1452,0.619,0.283,0.13,0.304,0.075,0.062,0.064,0.174,0.319,0.142,0.158,0.147,0.171,0.151,0.113,0.07,0.085,0.118,0.12
1453,0.618,0.282,0.13,0.304,0.076,0.062,0.064,0.174,0.319,0.142,0.158,0.147,0.171,0.151,0.114,0.07,0.085,0.118,0.12
1454,0.618,0.282,0.13,0.304,0.076,0.063,0.065,0.174,0.319,0.142,0.158,0.147,0.171,0.152,0.114,0.07,0.085,0.118,0.12
1455,0.617,0.282,0.13,0.304,0.077,0.064,0.065,0.174,0.319,0.142,0.158,0.147,0.171,0.152,0.114,0.07,0.085,0.118,0.12
1456,0.617,0.282,0.13,0.304,0.078,0.065,0.066,0.174,0.319,0.142,0.158,0.147,0.171,0.152,0.114,0.07,0.085,0.118,0.12
1457,0.616,0.282,0.13,0.304,0.078,0.065,0.066,0.174,0.319,0.142,0.158,0.147,0.171,0.152,0.114,0.07,0.085,0.118,0.12
1458,0.616,0.282,0.13,0.304,0.079,0.066,0.066,0.174,0.319,0.142,0.158,0.147,0.171,0.153,0.114,0.07,0.085,0.118,0.12
1459,0.615,0.282,0.13,0.304,0.079,0.067,0.067,0.174,0.319,0.142,0.158,0.147,0.171,0.153,0.115,0.07,0.085,0.118,0.12
1460,0.615,0.282,0.13,0.304,0.08,0.067,0.067,0.174,0.319,0.142,0.158,0.147,0.171,0.153,0.115,0.07,0.085,0.118,0.12
1461,0.614,0.282,0.13,0.303,0.08,0.068,0.067,0.174,0.319,0.142,0.158,0.147,0.171,0.154,0.115,0.071,0.085,0.118,0.12
1462,0.614,0.282,0.13,0.303,0.08,0.068,0.068,0.174,0.319,0.142,0.158,0.147,0.171,0.154,0.115,0.071,0.085,0.118,0.12
1463,0.614,0.282,0.13,0.303,0.081,0.068,0.068,0.174,0.319,0.142,0.158,0.147,0.171,0.154,0.115,0.071,0.085,0.118,0.12
1464,0.613,0.282,0.13,0.303,0.081,0.069,0.068,0.174,0.319,0.142,0.158,0.147,0.171,0.154,0.115,0.071,0.085,0.118,0.12
1465,0.613,0.282,0.13,0.303,0.081,0.069,0.068,0.174,0.319,0.142,0.158,0.147,0.171,0.155,0.116,0.071,0.085,0.118,0.12
1466,0.612,0.282,0.13,0.303,0.081,0.069,0.068,0.174,0.319,0.142,0.158,0.147,0.171,0.155,0.116,0.071,0.085,0.118,0.12
1467,0.612,0.282,0.13,0.303,0.081,0.07,0.068,0.174,0.319,0.142,0.158,0.147,0.171,0.155,0.116,0.071,0.085,0.118,0.12
1468,0.611,0.281,0.13,0.303,0.082,0.07,0.068,0.174,0.319,0.142,0.158,0.147,0.171,0.155,0.116,0.071,0.085,0.118,0.12
1469,0.611,0.281,0.13,0.303,0.082,0.07,0.069,0.174,0.319,0.142,0.158,0.147,0.171,0.156,0.116,0.071,0.085,0.119,0.12
1470,0.611,0.281,0.13,0.302,0.082,0.07,0.069,0.174,0.319,0.142,0.158,0.147,0.171,0.156,0.116,0.071,0.085,0.118,0.12
1471,0.61,0.281,0.13,0.302,0.082,0.07,0.069,0.174,0.32,0.142,0.158,0.147,0.171,0.156,0.117,0.071,0.085,0.118,0.12
1472,0.61,0.281,0.13,0.302,0.082,0.07,0.069,0.174,0.32,0.142,0.158,0.147,0.171,0.156,0.117,0.072,0.085,0.118,0.12
1473,0.61,0.281,0.13,0.302,0.082,0.071,0.069,0.174,0.32,0.142,0.158,0.147,0.171,0.157,0.117,0.072,0.085,0.118,0.12
1474,0.609,0.281,0.13,0.302,0.082,0.071,0.069,0.174,0.32,0.142,0.158,0.147,0.171,0.157,0.117,0.072,0.085,0.118,0.12
1475,0.609,0.281,0.13,0.302,0.082,0.071,0.069,0.174,0.32,0.142,0.158,0.147,0.171,0.157,0.117,0.072,0.085,0.118,0.12
1476,0.609,0.281,0.13,0.302,0.082,0.071,0.069,0.175,0.32,0.142,0.158,0.147,0.171,0.157,0.117,0.072,0.085,0.118,0.12
1477,0.609,0.281,0.13,0.302,0.082,0.071,0.069,0.175,0.32,0.142,0.158,0.147,0.171,0.158,0.117,0.072,0.085,0.118,0.12
1478,0.609,0.28,0.13,0.301,0.082,0.071,0.069,0.175,0.32,0.142,0.158,0.147,0.171,0.158,0.118,0.072,0.085,0.119,0.12
1479,0.608,0.28,0.13,0.301,0.082,0.071,0.069,0.175,0.32,0.142,0.158,0.147,0.171,0.158,0.118,0.072,0.085,0.119,0.12
1480,0.608,0.28,0.13,0.301,0.082,0.071,0.069,0.175,0.32,0.142,0.158,0.147,0.171,0.159,0.118,0.072,0.085,0.119,0.12
1481,0.608,0.28,0.13,0.301,0.082,0.07,0.069,0.175,0.321,0.142,0.158,0.147,0.171,0.159,0.118,0.072,0.085,0.119,0.12
1482,0.608,0.28,0.13,0.301,0.082,0.07,0.068,0.175,0.321,0.142,0.158,0.147,0.171,0.159,0.118,0.073,0.085,0.119,0.12
1483,0.608,0.28,0.13,0.301,0.081,0.07,0.068,0.175,0.321,0.142,0.158,0.147,0.171,0.159,0.119,0.073,0.085,0.119,0.12
1484,0.608,0.28,0.13,0.301,0.081,0.07,0.068,0.175,0.321,0.142,0.158,0.147,0.171,0.16,0.119,0.073,0.085,0.119,0.12
1485,0.608,0.28,0.13,0.3,0.081,0.07,0.068,0.175,0.321,0.142,0.158,0.147,0.171,0.16,0.119,0.073,0.085,0.119,0.12
1486,0.608,0.279,0.13,0.3,0.081,0.07,0.068,0.175,0.321,0.143,0.158,0.147,0.171,0.16,0.119,0.073,0.085,0.119,0.12
1487,0.608,0.279,0.13,0.3,0.081,0.07,0.068,0.175,0.321,0.143,0.158,0.147,0.171,0.161,0.119,0.073,0.085,0.119,0.12
1488,0.608,0.279,0.13,0.3,0.081,0.07,0.068,0.175,0.321,0.143,0.158,0.147,0.171,0.161,0.119,0.073,0.085,0.119,0.12
1489,0.608,0.279,0.13,0.3,0.08,0.07,0.068,0.175,0.321,0.143,0.158,0.147,0.171,0.161,0.12,0.073,0.085,0.119,0.12
1490,0.608,0.279,0.129,0.3,0.08,0.07,0.068,0.175,0.321,0.143,0.158,0.147,0.171,0.161,0.12,0.073,0.085,0.119,0.12
1491,0.609,0.279,0.129,0.299,0.081,0.07,0.068,0.175,0.321,0.143,0.158,0.148,0.171,0.162,0.12,0.073,0.085,0.119,0.12
1492,0.609,0.278,0.129,0.299,0.081,0.07,0.068,0.175,0.322,0.143,0.158,0.148,0.171,0.162,0.12,0.073,0.085,0.119,0.12
1493,0.609,0.278,0.129,0.299,0.081,0.07,0.068,0.175,0.322,0.143,0.158,0.148,0.171,0.162,0.12,0.073,0.085,0.119,0.12
1494,0.609,0.278,0.129,0.299,0.081,0.07,0.068,0.175,0.322,0.143,0.159,0.148,0.171,0.162,0.12,0.073,0.085,0.119,0.12
1495,0.61,0.278,0.129,0.299,0.081,0.07,0.068,0.175,0.322,0.143,0.159,0.148,0.171,0.163,0.121,0.074,0.085,0.119,0.12
1496,0.61,0.278,0.129,0.299,0.081,0.071,0.069,0.175,0.322,0.143,0.159,0.148,0.171,0.163,0.121,0.074,0.085,0.119,0.12
1497,0.61,0.277,0.129,0.298,0.082,0.071,0.069,0.176,0.322,0.143,0.159,0.148,0.171,0.163,0.121,0.074,0.085,0.119,0.12
1498,0.611,0.277,0.129,0.298,0.082,0.071,0.069,0.176,0.322,0.143,0.159,0.148,0.171,0.163,0.121,0.074,0.085,0.119,0.12
1499,0.611,0.277,0.129,0.298,0.083,0.072,0.07,0.176,0.322,0.143,0.159,0.148,0.171,0.164,0.121,0.074,0.085,0.119,0.12
1500,0.611,0.277,0.129,0.298,0.083,0.072,0.07,0.176,0.322,0.143,0.159,0.148,0.171,0.164,0.121,0.074,0.085,0.119,0.12
1501,0.611,0.276,0.128,0.297,0.083,0.072,0.07,0.176,0.322,0.143,0.159,0.148,0.171,0.164,0.122,0.074,0.085,0.119,0.12
1502,0.612,0.276,0.128,0.297,0.084,0.073,0.07,0.176,0.322,0.143,0.159,0.148,0.171,0.164,0.122,0.074,0.085,0.119,0.12
1503,0.612,0.276,0.128,0.297,0.084,0.073,0.071,0.176,0.322,0.143,0.159,0.148,0.171,0.165,0.122,0.074,0.085,0.119,0.12
1504,0.612,0.276,0.128,0.297,0.084,0.073,0.071,0.176,0.323,0.143,0.159,0.148,0.171,0.165,0.122,0.074,0.085,0.119,0.12
1505,0.613,0.275,0.128,0.296,0.085,0.074,0.071,0.176,0.323,0.143,0.159,0.148,0.171,0.165,0.122,0.075,0.085,0.119,0.12
1506,0.613,0.275,0.128,0.296,0.085,0.074,0.071,0.176,0.323,0.143,0.159,0.148,0.171,0.166,0.123,0.075,0.085,0.119,0.12
1507,0.613,0.275,0.128,0.296,0.085,0.074,0.072,0.176,0.323,0.143,0.159,0.148,0.171,0.166,0.123,0.075,0.085,0.119,0.12
1508,0.614,0.274,0.128,0.295,0.086,0.074,0.072,0.176,0.323,0.143,0.159,0.148,0.171,0.166,0.123,0.075,0.085,0.119,0.12
1509,0.614,0.274,0.127,0.295,0.086,0.075,0.072,0.176,0.323,0.143,0.159,0.148,0.171,0.166,0.123,0.075,0.085,0.119,0.12
1510,0.615,0.274,0.127,0.295,0.086,0.075,0.072,0.176,0.323,0.143,0.159,0.148,0.171,0.167,0.123,0.075,0.085,0.119,0.12
1511,0.615,0.273,0.127,0.294,0.086,0.075,0.072,0.176,0.323,0.143,0.159,0.148,0.171,0.167,0.124,0.075,0.085,0.119,0.12
1512,0.616,0.273,0.127,0.294,0.086,0.075,0.072,0.176,0.323,0.143,0.159,0.148,0.171,0.167,0.124,0.075,0.085,0.119,0.12
1513,0.616,0.272,0.127,0.294,0.086,0.075,0.072,0.176,0.323,0.143,0.159,0.148,0.171,0.167,0.124,0.076,0.085,0.119,0.12
1514,0.616,0.272,0.127,0.293,0.086,0.075,0.072,0.176,0.323,0.143,0.159,0.148,0.171,0.168,0.124,0.076,0.085,0.119,0.12
1515,0.617,0.272,0.126,0.293,0.086,0.075,0.072,0.175,0.323,0.143,0.159,0.148,0.171,0.168,0.124,0.076,0.085,0.119,0.12
1516,0.617,0.271,0.126,0.292,0.086,0.075,0.072,0.175,0.323,0.143,0.159,0.148,0.171,0.168,0.124,0.076,0.085,0.119,0.12
1517,0.618,0.271,0.126,0.292,0.086,0.075,0.072,0.175,0.323,0.143,0.159,0.148,0.172,0.169,0.125,0.076,0.085,0.119,0.12
1518,0.618,0.271,0.126,0.292,0.086,0.074,0.072,0.175,0.323,0.143,0.159,0.148,0.172,0.169,0.125,0.076,0.085,0.119,0.12
1519,0.618,0.27,0.126,0.291,0.086,0.074,0.072,0.176,0.323,0.143,0.159,0.148,0.172,0.169,0.125,0.076,0.085,0.119,0.12
1520,0.619,0.27,0.125,0.291,0.085,0.074,0.072,0.176,0.323,0.143,0.159,0.148,0.172,0.169,0.125,0.076,0.085,0.119,0.12
1521,0.619,0.269,0.125,0.291,0.085,0.074,0.072,0.176,0.323,0.143,0.159,0.148,0.172,0.17,0.126,0.077,0.085,0.119,0.12
1522,0.619,0.269,0.125,0.29,0.085,0.074,0.072,0.176,0.323,0.143,0.159,0.148,0.172,0.17,0.126,0.077,0.085,0.119,0.12
1523,0.619,0.269,0.125,0.29,0.085,0.073,0.071,0.175,0.323,0.143,0.16,0.148,0.172,0.17,0.126,0.077,0.085,0.119,0.12
1524,0.62,0.268,0.125,0.289,0.085,0.073,0.071,0.175,0.323,0.143,0.16,0.148,0.172,0.171,0.126,0.077,0.085,0.119,0.12
1525,0.62,0.268,0.125,0.289,0.084,0.073,0.071,0.175,0.323,0.143,0.16,0.148,0.172,0.171,0.126,0.077,0.085,0.119,0.12
1526,0.62,0.268,0.124,0.289,0.084,0.073,0.071,0.175,0.323,0.143,0.16,0.148,0.172,0.171,0.126,0.077,0.085,0.119,0.12
1527,0.62,0.267,0.124,0.288,0.084,0.072,0.071,0.175,0.323,0.143,0.16,0.148,0.172,0.171,0.127,0.077,0.085,0.119,0.12
1528,0.62,0.267,0.124,0.288,0.084,0.072,0.071,0.175,0.322,0.143,0.16,0.148,0.172,0.171,0.127,0.078,0.085,0.119,0.12
1529,0.621,0.267,0.124,0.288,0.083,0.072,0.07,0.175,0.322,0.143,0.16,0.148,0.172,0.172,0.127,0.078,0.085,0.119,0.12
1530,0.621,0.266,0.124,0.287,0.083,0.072,0.07,0.175,0.322,0.143,0.16,0.148,0.172,0.172,0.127,0.078,0.086,0.119,0.12
1531,0.621,0.266,0.124,0.287,0.083,0.071,0.07,0.175,0.322,0.143,0.16,0.148,0.172,0.172,0.127,0.078,0.086,0.119,0.12
1532,0.621,0.266,0.124,0.287,0.083,0.071,0.07,0.175,0.322,0.143,0.16,0.148,0.172,0.172,0.127,0.078,0.086,0.119,0.12
1533,0.621,0.265,0.123,0.286,0.083,0.071,0.07,0.175,0.322,0.143,0.16,0.148,0.172,0.173,0.128,0.078,0.086,0.119,0.12
1534,0.621,0.265,0.123,0.286,0.083,0.071,0.07,0.175,0.322,0.143,0.16,0.148,0.172,0.173,0.128,0.078,0.086,0.119,0.12
1535,0.622,0.265,0.123,0.286,0.083,0.071,0.07,0.175,0.322,0.143,0.16,0.148,0.172,0.173,0.128,0.078,0.086,0.119,0.12
1536,0.622,0.264,0.123,0.286,0.082,0.071,0.07,0.175,0.322,0.143,0.16,0.148,0.172,0.173,0.128,0.078,0.086,0.119,0.12
1537,0.622,0.264,0.123,0.285,0.082,0.071,0.07,0.175,0.322,0.143,0.16,0.148,0.172,0.174,0.128,0.078,0.086,0.119,0.12
1538,0.622,0.264,0.123,0.285,0.083,0.071,0.07,0.175,0.322,0.143,0.16,0.148,0.172,0.174,0.129,0.079,0.086,0.119,0.12
1539,0.622,0.263,0.123,0.285,0.083,0.071,0.07,0.175,0.322,0.142,0.16,0.148,0.172,0.174,0.129,0.079,0.086,0.119,0.12
1540,0.622,0.263,0.122,0.285,0.083,0.071,0.07,0.175,0.322,0.142,0.16,0.148,0.172,0.174,0.129,0.079,0.086,0.119,0.12
1541,0.622,0.263,0.122,0.284,0.083,0.071,0.07,0.175,0.322,0.142,0.16,0.148,0.172,0.175,0.129,0.079,0.086,0.119,0.12
1542,0.622,0.263,0.122,0.284,0.083,0.072,0.071,0.174,0.322,0.142,0.16,0.148,0.172,0.175,0.129,0.079,0.086,0.119,0.12
1543,0.622,0.263,0.122,0.284,0.084,0.072,0.071,0.174,0.322,0.142,0.16,0.148,0.172,0.175,0.129,0.079,0.086,0.119,0.12
1544,0.622,0.263,0.122,0.284,0.084,0.072,0.071,0.174,0.321,0.142,0.16,0.148,0.172,0.176,0.13,0.079,0.086,0.119,0.12
1545,0.623,0.263,0.122,0.284,0.084,0.073,0.071,0.174,0.321,0.142,0.16,0.148,0.172,0.176,0.13,0.079,0.086,0.119,0.12
1546,0.623,0.263,0.122,0.284,0.085,0.073,0.072,0.174,0.321,0.142,0.16,0.148,0.172,0.176,0.13,0.079,0.086,0.119,0.121
1547,0.623,0.263,0.122,0.284,0.085,0.074,0.072,0.174,0.321,0.142,0.16,0.148,0.172,0.176,0.13,0.079,0.086,0.119,0.121
1548,0.623,0.263,0.122,0.284,0.086,0.074,0.072,0.174,0.321,0.142,0.16,0.148,0.172,0.177,0.13,0.08,0.086,0.119,0.121
1549,0.623,0.263,0.122,0.284,0.087,0.075,0.073,0.174,0.321,0.142,0.16,0.148,0.172,0.177,0.13,0.08,0.086,0.119,0.121
1550,0.623,0.263,0.123,0.285,0.087,0.076,0.073,0.173,0.321,0.142,0.16,0.149,0.172,0.177,0.131,0.08,0.086,0.119,0.121
1551,0.624,0.264,0.123,0.285,0.088,0.076,0.074,0.173,0.32,0.142,0.16,0.149,0.172,0.177,0.131,0.08,0.086,0.119,0.121
1552,0.624,0.264,0.123,0.285,0.088,0.077,0.074,0.173,0.32,0.142,0.16,0.149,0.172,0.178,0.131,0.08,0.086,0.119,0.121
1553,0.624,0.264,0.123,0.286,0.089,0.078,0.075,0.173,0.32,0.141,0.16,0.149,0.172,0.178,0.131,0.08,0.086,0.119,0.121
1554,0.624,0.265,0.123,0.286,0.09,0.078,0.075,0.173,0.32,0.141,0.161,0.149,0.172,0.178,0.131,0.08,0.086,0.119,0.121
1555,0.624,0.265,0.124,0.287,0.09,0.079,0.076,0.173,0.32,0.141,0.161,0.149,0.172,0.179,0.131,0.081,0.086,0.119,0.121
1556,0.625,0.266,0.124,0.287,0.091,0.08,0.076,0.173,0.32,0.141,0.161,0.149,0.172,0.179,0.132,0.081,0.086,0.119,0.121
1557,0.625,0.266,0.124,0.288,0.092,0.08,0.076,0.173,0.319,0.141,0.161,0.149,0.172,0.179,0.132,0.081,0.086,0.119,0.121
1558,0.625,0.267,0.124,0.288,0.092,0.081,0.077,0.172,0.319,0.141,0.161,0.149,0.172,0.18,0.132,0.081,0.086,0.119,0.121
1559,0.625,0.267,0.125,0.289,0.093,0.082,0.077,0.172,0.319,0.141,0.161,0.149,0.172,0.18,0.132,0.081,0.086,0.119,0.121
1560,0.625,0.268,0.125,0.289,0.093,0.082,0.078,0.172,0.319,0.141,0.161,0.149,0.172,0.18,0.132,0.081,0.086,0.119,0.121
1561,0.625,0.268,0.125,0.29,0.094,0.083,0.078,0.172,0.319,0.141,0.161,0.149,0.172,0.18,0.133,0.081,0.086,0.119,0.121
1562,0.626,0.269,0.125,0.29,0.094,0.083,0.079,0.172,0.318,0.141,0.161,0.149,0.172,0.181,0.133,0.081,0.086,0.119,0.121
