Wavelength (nm),Group1_White_Paper,Group1_Epidote1,Group1_Epidote2,Group1_Epidote3,Group2_Gypsum1,Group2_Gypsum2,Group2_Gypsum3,Group3_Limonite1,Group3_Limonite2,Group3_LImonite3,Group4_Realgar1,Group4_Realgar2,Group4_Realgar3,Group5_Hornblende1,Group5_Hornblende2,Group5_Hornblende3,Group6_Pyrite1,Group6_Pyrite2,Group6_Pyrite3
2249,0.561,0.201,0.097,0.219,0.065,0.048,0.056,0.127,0.244,0.112,0.195,0.165,0.198,0.166,0.166,0.102,0.093,0.132,0.149
2250,0.56,0.199,0.096,0.217,0.065,0.048,0.056,0.127,0.243,0.112,0.195,0.165,0.198,0.165,0.166,0.102,0.092,0.132,0.149
2251,0.558,0.197,0.095,0.216,0.065,0.048,0.056,0.127,0.243,0.111,0.195,0.165,0.198,0.165,0.166,0.102,0.092,0.132,0.149
2252,0.557,0.196,0.094,0.215,0.065,0.047,0.055,0.127,0.243,0.111,0.195,0.165,0.198,0.164,0.166,0.102,0.092,0.132,0.149
2253,0.555,0.196,0.094,0.214,0.065,0.047,0.055,0.127,0.242,0.111,0.195,0.165,0.198,0.164,0.166,0.102,0.092,0.132,0.149
2254,0.554,0.196,0.094,0.213,0.065,0.047,0.055,0.127,0.242,0.111,0.195,0.165,0.198,0.163,0.167,0.102,0.093,0.132,0.149
2255,0.552,0.196,0.095,0.213,0.065,0.047,0.055,0.127,0.242,0.111,0.195,0.165,0.198,0.162,0.167,0.102,0.093,0.132,0.15
2256,0.55,0.196,0.095,0.213,0.064,0.047,0.055,0.126,0.241,0.111,0.195,0.165,0.199,0.161,0.166,0.102,0.093,0.132,0.15
2257,0.549,0.196,0.095,0.214,0.064,0.046,0.055,0.126,0.241,0.111,0.195,0.165,0.199,0.16,0.166,0.102,0.093,0.132,0.15
2258,0.547,0.197,0.096,0.215,0.064,0.046,0.055,0.126,0.241,0.111,0.195,0.165,0.199,0.159,0.166,0.102,0.093,0.132,0.15
2259,0.545,0.198,0.096,0.215,0.064,0.046,0.055,0.126,0.24,0.111,0.195,0.165,0.199,0.158,0.166,0.102,0.093,0.132,0.15
2260,0.543,0.2,0.097,0.216,0.064,0.046,0.055,0.126,0.24,0.111,0.195,0.165,0.199,0.156,0.166,0.102,0.093,0.132,0.15
2261,0.542,0.201,0.098,0.218,0.064,0.046,0.055,0.126,0.239,0.111,0.195,0.165,0.199,0.155,0.165,0.102,0.093,0.132,0.15
2262,0.54,0.202,0.099,0.219,0.064,0.046,0.055,0.126,0.239,0.111,0.195,0.165,0.199,0.153,0.165,0.102,0.093,0.132,0.15
2263,0.538,0.204,0.1,0.22,0.064,0.046,0.055,0.126,0.238,0.111,0.195,0.165,0.198,0.151,0.164,0.101,0.093,0.132,0.151
2264,0.536,0.205,0.101,0.221,0.063,0.046,0.054,0.126,0.238,0.111,0.196,0.165,0.198,0.149,0.164,0.101,0.093,0.132,0.151
2265,0.534,0.207,0.101,0.222,0.063,0.046,0.054,0.125,0.238,0.11,0.195,0.165,0.198,0.147,0.163,0.1,0.093,0.132,0.15
2266,0.533,0.208,0.102,0.223,0.063,0.046,0.055,0.125,0.237,0.11,0.195,0.165,0.199,0.144,0.162,0.099,0.093,0.132,0.15
2267,0.531,0.209,0.102,0.224,0.063,0.046,0.055,0.125,0.237,0.11,0.195,0.165,0.199,0.142,0.161,0.099,0.093,0.133,0.15
2268,0.529,0.21,0.103,0.224,0.063,0.046,0.055,0.125,0.237,0.11,0.195,0.165,0.199,0.14,0.16,0.098,0.093,0.133,0.15
2269,0.528,0.211,0.103,0.225,0.063,0.046,0.055,0.125,0.237,0.109,0.196,0.165,0.199,0.138,0.159,0.097,0.093,0.132,0.15
2270,0.526,0.212,0.104,0.226,0.063,0.046,0.055,0.125,0.237,0.109,0.196,0.165,0.199,0.136,0.158,0.097,0.094,0.133,0.15
2271,0.525,0.212,0.104,0.226,0.063,0.046,0.055,0.125,0.236,0.109,0.196,0.166,0.199,0.134,0.156,0.097,0.094,0.132,0.151
2272,0.524,0.212,0.104,0.226,0.064,0.046,0.055,0.125,0.236,0.109,0.196,0.166,0.199,0.132,0.155,0.096,0.094,0.133,0.151
2273,0.523,0.213,0.104,0.227,0.064,0.047,0.055,0.125,0.236,0.109,0.196,0.166,0.199,0.13,0.154,0.096,0.094,0.133,0.151
2274,0.523,0.213,0.105,0.227,0.064,0.047,0.055,0.124,0.235,0.109,0.196,0.166,0.199,0.128,0.153,0.095,0.093,0.133,0.151
2275,0.523,0.213,0.105,0.226,0.065,0.047,0.055,0.124,0.235,0.109,0.196,0.166,0.199,0.126,0.152,0.094,0.093,0.132,0.151
2276,0.523,0.212,0.105,0.226,0.065,0.047,0.055,0.124,0.234,0.109,0.196,0.166,0.199,0.124,0.151,0.093,0.093,0.133,0.151
2277,0.523,0.212,0.104,0.226,0.064,0.047,0.055,0.123,0.234,0.109,0.196,0.166,0.2,0.123,0.15,0.092,0.093,0.132,0.151
2278,0.524,0.212,0.104,0.225,0.065,0.047,0.055,0.123,0.233,0.109,0.196,0.166,0.2,0.121,0.149,0.091,0.093,0.132,0.151
2279,0.524,0.211,0.104,0.225,0.065,0.047,0.055,0.123,0.233,0.109,0.196,0.166,0.2,0.12,0.148,0.09,0.094,0.132,0.152
2280,0.525,0.211,0.104,0.224,0.065,0.047,0.055,0.123,0.233,0.108,0.196,0.166,0.2,0.118,0.146,0.089,0.094,0.132,0.152
2281,0.525,0.21,0.103,0.224,0.066,0.047,0.055,0.123,0.232,0.108,0.196,0.166,0.2,0.117,0.145,0.088,0.094,0.132,0.152
2282,0.526,0.21,0.102,0.223,0.066,0.048,0.056,0.123,0.232,0.108,0.196,0.166,0.2,0.116,0.143,0.087,0.094,0.132,0.152
2283,0.527,0.209,0.102,0.222,0.066,0.048,0.055,0.123,0.231,0.108,0.197,0.166,0.2,0.114,0.142,0.086,0.094,0.133,0.152
2284,0.527,0.208,0.101,0.222,0.066,0.048,0.056,0.123,0.231,0.108,0.197,0.166,0.2,0.112,0.14,0.085,0.094,0.133,0.152
2285,0.528,0.207,0.101,0.221,0.066,0.048,0.056,0.123,0.231,0.108,0.197,0.166,0.2,0.111,0.139,0.085,0.094,0.133,0.152
2286,0.528,0.205,0.1,0.219,0.066,0.048,0.056,0.123,0.231,0.108,0.197,0.166,0.2,0.109,0.137,0.084,0.094,0.133,0.152
2287,0.529,0.204,0.1,0.218,0.066,0.048,0.056,0.122,0.23,0.108,0.197,0.166,0.2,0.108,0.136,0.083,0.094,0.133,0.152
2288,0.529,0.203,0.099,0.217,0.066,0.048,0.056,0.122,0.23,0.107,0.197,0.166,0.2,0.106,0.135,0.082,0.093,0.133,0.152
2289,0.529,0.202,0.098,0.216,0.066,0.048,0.057,0.122,0.23,0.107,0.197,0.166,0.2,0.105,0.134,0.081,0.093,0.133,0.152
2290,0.529,0.201,0.098,0.215,0.067,0.049,0.057,0.122,0.229,0.107,0.197,0.167,0.2,0.103,0.132,0.08,0.094,0.134,0.152
2291,0.529,0.2,0.097,0.214,0.067,0.048,0.057,0.122,0.229,0.107,0.197,0.167,0.2,0.102,0.131,0.079,0.094,0.134,0.152
2292,0.529,0.198,0.097,0.213,0.067,0.049,0.057,0.122,0.229,0.107,0.197,0.167,0.2,0.1,0.129,0.078,0.093,0.134,0.152
2293,0.529,0.197,0.096,0.212,0.067,0.049,0.057,0.121,0.228,0.107,0.197,0.167,0.2,0.099,0.128,0.077,0.094,0.134,0.152
2294,0.529,0.196,0.096,0.211,0.067,0.049,0.057,0.121,0.228,0.107,0.197,0.167,0.2,0.098,0.126,0.076,0.094,0.134,0.152
2295,0.529,0.195,0.095,0.21,0.067,0.049,0.057,0.121,0.228,0.107,0.198,0.167,0.2,0.096,0.125,0.075,0.094,0.134,0.152
2296,0.528,0.193,0.094,0.208,0.067,0.049,0.057,0.121,0.228,0.107,0.198,0.166,0.2,0.095,0.124,0.075,0.094,0.134,0.152
2297,0.527,0.192,0.094,0.207,0.067,0.049,0.056,0.121,0.227,0.107,0.198,0.166,0.201,0.094,0.123,0.074,0.094,0.134,0.152
2298,0.526,0.191,0.093,0.206,0.067,0.049,0.057,0.121,0.227,0.107,0.198,0.166,0.201,0.093,0.122,0.074,0.094,0.134,0.153
2299,0.525,0.19,0.092,0.204,0.067,0.048,0.057,0.121,0.227,0.107,0.198,0.167,0.201,0.092,0.121,0.073,0.094,0.134,0.153
2300,0.524,0.189,0.091,0.203,0.067,0.048,0.057,0.121,0.227,0.107,0.198,0.167,0.201,0.091,0.12,0.073,0.094,0.134,0.153
2301,0.523,0.188,0.091,0.201,0.067,0.048,0.057,0.121,0.226,0.106,0.198,0.167,0.201,0.09,0.119,0.072,0.094,0.134,0.153
2302,0.522,0.186,0.09,0.2,0.067,0.048,0.057,0.121,0.226,0.106,0.198,0.167,0.201,0.09,0.118,0.07,0.094,0.134,0.153
2303,0.521,0.184,0.089,0.198,0.067,0.048,0.057,0.121,0.225,0.107,0.198,0.167,0.201,0.089,0.117,0.07,0.094,0.134,0.153
2304,0.52,0.183,0.088,0.197,0.067,0.049,0.057,0.121,0.225,0.107,0.198,0.167,0.201,0.088,0.117,0.069,0.094,0.134,0.153
2305,0.519,0.181,0.088,0.196,0.067,0.049,0.057,0.121,0.225,0.107,0.198,0.167,0.201,0.088,0.116,0.069,0.095,0.134,0.153
2306,0.517,0.179,0.087,0.194,0.068,0.049,0.057,0.121,0.225,0.106,0.199,0.167,0.202,0.087,0.115,0.068,0.095,0.134,0.153
2307,0.516,0.177,0.086,0.192,0.068,0.049,0.057,0.121,0.224,0.106,0.199,0.167,0.202,0.086,0.114,0.068,0.094,0.134,0.153
2308,0.515,0.175,0.085,0.191,0.068,0.049,0.057,0.12,0.224,0.105,0.199,0.168,0.202,0.086,0.113,0.067,0.095,0.134,0.153
2309,0.514,0.173,0.084,0.189,0.068,0.049,0.057,0.12,0.224,0.105,0.199,0.168,0.202,0.085,0.112,0.066,0.095,0.134,0.154
2310,0.513,0.172,0.084,0.187,0.068,0.049,0.056,0.12,0.223,0.105,0.199,0.168,0.202,0.084,0.111,0.065,0.095,0.134,0.154
2311,0.511,0.17,0.083,0.186,0.068,0.049,0.057,0.12,0.223,0.106,0.199,0.168,0.201,0.084,0.11,0.064,0.095,0.134,0.154
2312,0.51,0.169,0.082,0.185,0.068,0.049,0.057,0.12,0.222,0.105,0.199,0.168,0.201,0.083,0.109,0.063,0.095,0.134,0.154
2313,0.509,0.167,0.081,0.183,0.068,0.049,0.057,0.119,0.222,0.105,0.199,0.168,0.201,0.083,0.108,0.063,0.094,0.134,0.153
2314,0.508,0.166,0.08,0.182,0.068,0.049,0.057,0.119,0.222,0.105,0.199,0.168,0.202,0.082,0.108,0.062,0.094,0.134,0.153
2315,0.506,0.164,0.08,0.18,0.068,0.049,0.057,0.119,0.221,0.105,0.2,0.168,0.202,0.082,0.107,0.062,0.094,0.134,0.153
2316,0.505,0.162,0.079,0.179,0.068,0.049,0.057,0.119,0.221,0.105,0.2,0.168,0.203,0.082,0.106,0.061,0.094,0.134,0.154
2317,0.504,0.161,0.078,0.177,0.068,0.049,0.057,0.119,0.221,0.105,0.2,0.168,0.203,0.082,0.106,0.061,0.095,0.134,0.155
2318,0.503,0.16,0.077,0.176,0.068,0.049,0.057,0.119,0.22,0.105,0.2,0.168,0.202,0.082,0.105,0.061,0.095,0.134,0.155
2319,0.502,0.159,0.077,0.175,0.068,0.049,0.058,0.118,0.22,0.104,0.2,0.168,0.202,0.082,0.105,0.061,0.095,0.134,0.155
2320,0.501,0.158,0.076,0.174,0.068,0.049,0.058,0.118,0.22,0.104,0.2,0.169,0.203,0.083,0.105,0.061,0.095,0.134,0.155
2321,0.5,0.157,0.076,0.172,0.068,0.049,0.058,0.118,0.219,0.104,0.2,0.169,0.203,0.084,0.105,0.061,0.094,0.134,0.155
2322,0.499,0.155,0.075,0.171,0.068,0.049,0.058,0.118,0.219,0.104,0.2,0.169,0.203,0.086,0.105,0.061,0.094,0.135,0.155
2323,0.499,0.154,0.075,0.17,0.067,0.048,0.058,0.118,0.218,0.104,0.201,0.169,0.203,0.087,0.105,0.061,0.095,0.135,0.155
2324,0.498,0.152,0.074,0.169,0.067,0.048,0.058,0.118,0.218,0.104,0.201,0.169,0.203,0.088,0.106,0.061,0.095,0.135,0.155
2325,0.497,0.151,0.073,0.168,0.067,0.048,0.057,0.118,0.218,0.104,0.201,0.168,0.203,0.091,0.106,0.061,0.095,0.135,0.155
2326,0.497,0.15,0.073,0.168,0.067,0.048,0.057,0.118,0.218,0.104,0.201,0.168,0.204,0.093,0.106,0.061,0.095,0.136,0.155
2327,0.496,0.149,0.072,0.167,0.067,0.048,0.057,0.118,0.218,0.104,0.201,0.168,0.204,0.095,0.107,0.062,0.095,0.136,0.155
2328,0.496,0.148,0.072,0.166,0.068,0.048,0.057,0.118,0.217,0.104,0.201,0.168,0.205,0.098,0.108,0.062,0.095,0.136,0.155
2329,0.495,0.148,0.072,0.165,0.068,0.048,0.057,0.118,0.217,0.104,0.201,0.169,0.205,0.1,0.11,0.063,0.095,0.136,0.155
2330,0.494,0.147,0.072,0.164,0.067,0.048,0.057,0.117,0.217,0.105,0.201,0.169,0.204,0.103,0.112,0.064,0.094,0.135,0.156
2331,0.494,0.146,0.071,0.163,0.067,0.048,0.057,0.117,0.216,0.105,0.201,0.169,0.204,0.105,0.113,0.065,0.095,0.135,0.156
2332,0.494,0.146,0.071,0.163,0.067,0.048,0.057,0.117,0.216,0.105,0.201,0.169,0.204,0.107,0.114,0.066,0.095,0.135,0.156
2333,0.493,0.145,0.071,0.162,0.067,0.048,0.057,0.117,0.215,0.104,0.201,0.169,0.204,0.11,0.115,0.067,0.095,0.135,0.156
2334,0.493,0.145,0.07,0.161,0.067,0.048,0.057,0.117,0.215,0.104,0.201,0.169,0.204,0.113,0.116,0.068,0.095,0.135,0.156
2335,0.493,0.144,0.07,0.161,0.067,0.048,0.057,0.117,0.215,0.103,0.202,0.169,0.204,0.116,0.118,0.068,0.096,0.136,0.156
2336,0.493,0.143,0.069,0.161,0.067,0.048,0.057,0.116,0.215,0.103,0.202,0.169,0.204,0.119,0.119,0.069,0.095,0.136,0.156
2337,0.493,0.144,0.069,0.161,0.067,0.048,0.057,0.116,0.214,0.103,0.202,0.17,0.204,0.121,0.12,0.07,0.095,0.136,0.157
2338,0.493,0.144,0.069,0.161,0.066,0.047,0.057,0.116,0.214,0.103,0.203,0.169,0.205,0.123,0.122,0.071,0.096,0.136,0.157
2339,0.494,0.144,0.069,0.161,0.067,0.047,0.056,0.116,0.214,0.104,0.203,0.169,0.205,0.125,0.123,0.072,0.096,0.136,0.157
2340,0.493,0.144,0.07,0.162,0.066,0.047,0.056,0.116,0.214,0.104,0.203,0.169,0.205,0.127,0.124,0.072,0.096,0.136,0.157
2341,0.494,0.144,0.07,0.162,0.066,0.047,0.056,0.117,0.214,0.104,0.202,0.169,0.205,0.128,0.125,0.073,0.096,0.136,0.157
2342,0.494,0.144,0.07,0.163,0.066,0.047,0.056,0.117,0.214,0.104,0.202,0.17,0.205,0.13,0.127,0.074,0.096,0.136,0.157
2343,0.494,0.145,0.07,0.163,0.066,0.047,0.056,0.117,0.214,0.103,0.202,0.17,0.205,0.131,0.128,0.075,0.097,0.136,0.158
